Filename,Step,Prompt,Model,Width,Height,arniqa,clipiqa,cnniqa,metaiqa,overall_score
image_512x512_step1_prompt1.png,1,"A sunset over a futuristic city with flying cars, in 8k resolution",sdxl-turbo,512,512,0.3972818851470947,0.1621674001216888,0.4875425994396209,0.6976473331451416,0.58039623
image_512x512_step1_prompt2.png,1,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",sdxl-turbo,512,512,0.4489407837390899,0.207174614071846,0.4934416711330414,0.6929965615272522,0.5813564
image_512x512_step1_prompt3.png,1,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",sdxl-turbo,512,512,0.3006557524204254,0.1857475787401199,0.4221332669258117,0.5495163798332214,0.58063257
image_512x512_step1_prompt4.png,1,An astronaut floating in deep space with the Earth visible in the background,sdxl-turbo,512,512,0.3329854905605316,0.144040435552597,0.3984702229499817,0.7182968258857727,0.57791317
image_512x512_step1_prompt5.png,1,"A majestic dragon soaring above snowy mountains, high detail",sdxl-turbo,512,512,0.4536015689373016,0.2268436849117279,0.5208133459091187,0.5526111125946045,0.58360595
image_512x512_step1_prompt6.png,1,"A serene lakeside cabin in the woods at sunrise, photorealistic",sdxl-turbo,512,512,0.4337780773639679,0.1659362763166427,0.377712607383728,0.7187042236328125,0.57759625
image_512x512_step1_prompt7.png,1,A bustling medieval marketplace filled with merchants and townsfolk,sdxl-turbo,512,512,0.442230224609375,0.1933581531047821,0.5034403800964355,0.646076500415802,0.58208424
image_512x512_step1_prompt8.png,1,A steampunk-inspired airship flying through a cloudy sky,sdxl-turbo,512,512,0.3884522318840027,0.1498380005359649,0.4517107009887695,0.6983765363693237,0.57945997
image_512x512_step1_prompt9.png,1,A mystical underwater city with glowing plants and sea creatures,sdxl-turbo,512,512,0.3787806034088135,0.2848945558071136,0.5054931640625,0.8685749173164368,0.57795954
image_512x512_step1_prompt10.png,1,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",sdxl-turbo,512,512,0.4269314408302307,0.228974774479866,0.4660013318061828,0.6234102845191956,0.58122975
image_512x512_step1_prompt11.png,1,A futuristic robotic soldier in a post-apocalyptic wasteland,sdxl-turbo,512,512,0.4025422632694244,0.1514873802661895,0.4578091502189636,0.6382907032966614,0.5804148
image_512x512_step1_prompt12.png,1,"An ancient temple hidden in a dense jungle, mysterious and atmospheric",sdxl-turbo,512,512,0.455198585987091,0.1911257058382034,0.5259132385253906,0.6884114146232605,0.58221996
image_512x512_step1_prompt13.png,1,A vibrant carnival scene at night with colorful lights and rides,sdxl-turbo,512,512,0.3335606455802917,0.1429044008255005,0.3693586587905884,0.6431434750556946,0.57812536
image_512x512_step1_prompt14.png,1,A vast desert landscape with towering sand dunes and a lone traveler,sdxl-turbo,512,512,0.4457588493824005,0.2271582186222076,0.4091467261314392,0.7198479175567627,0.5784587
image_512x512_step1_prompt15.png,1,"A bustling futuristic cityscape with skyscrapers and flying vehicles, in 8k",sdxl-turbo,512,512,0.3749105334281921,0.1452811658382415,0.4224060773849487,0.5996565222740173,0.5799194
image_512x512_step1_prompt16.png,1,"A tranquil Zen garden with stone paths, cherry blossoms, and a pond",sdxl-turbo,512,512,0.4103078246116638,0.1624096781015396,0.4313407838344574,0.8498652577400208,0.5776651
image_512x512_step1_prompt17.png,1,A magical winter wonderland with snow-covered trees and glowing lights,sdxl-turbo,512,512,0.347744345664978,0.2476677894592285,0.4729987680912018,0.6395644545555115,0.58144474
image_512x512_step1_prompt18.png,1,A futuristic spaceship interior with advanced technology and glowing screens,sdxl-turbo,512,512,0.4080255925655365,0.150027647614479,0.41751629114151,0.7560874223709106,0.5782079
image_512x512_step1_prompt19.png,1,A vibrant alien planet with strange plants and two suns in the sky,sdxl-turbo,512,512,0.3964350521564483,0.1945548355579376,0.4932878613471985,0.5574387907981873,0.5826521
image_512x512_step1_prompt20.png,1,A rustic old library filled with ancient books and a cozy fireplace,sdxl-turbo,512,512,0.4937254786491394,0.1134358197450637,0.4409218728542328,0.6866357326507568,0.5793817
image_512x512_step1_prompt21.png,1,"A golden palace floating in the clouds with waterfalls cascading down, highly detailed",sdxl-turbo,512,512,0.4157061278820038,0.1867282837629318,0.4576787650585174,0.5428351163864136,0.58156294
image_512x512_step1_prompt22.png,1,"An ancient wizard casting a spell in a dark, mystical cave, glowing effects",sdxl-turbo,512,512,0.3882553875446319,0.1665845364332199,0.4187535345554352,0.7197112441062927,0.57865936
image_512x512_step1_prompt23.png,1,A dystopian cityscape with abandoned skyscrapers and overgrown vegetation,sdxl-turbo,512,512,0.320538580417633,0.1040894389152526,0.4646026492118835,0.6460322141647339,0.57982826
image_512x512_step1_prompt24.png,1,"A vibrant coral reef teeming with colorful fish and glowing sea life, photorealistic",sdxl-turbo,512,512,0.3622577488422394,0.2330718487501144,0.4828121066093445,0.5900883674621582,0.5821659
image_512x512_step1_prompt25.png,1,"A lone samurai standing on a hill under a blood-red sunset, atmospheric",sdxl-turbo,512,512,0.3343019485473633,0.1643840968608856,0.420645534992218,0.7955608367919922,0.57653165
image_512x512_step1_prompt26.png,1,"A cozy treehouse hidden deep in a lush, green forest, detailed and warm",sdxl-turbo,512,512,0.4836332499980926,0.2067940980195999,0.5382601618766785,0.7114599347114563,0.582526
image_512x512_step1_prompt27.png,1,A futuristic hover train speeding through a neon-lit urban landscape,sdxl-turbo,512,512,0.3475314676761627,0.183840125799179,0.3795723021030426,0.4397291839122772,0.57981354
image_512x512_step1_prompt28.png,1,"A knight in shining armor standing in a moonlit forest, magical atmosphere",sdxl-turbo,512,512,0.4214207828044891,0.2038657367229461,0.460063099861145,0.6822317838668823,0.5804062
image_512x512_step1_prompt29.png,1,"A massive spaceship hovering over a futuristic alien city, in 8k resolution",sdxl-turbo,512,512,0.3408392071723938,0.1761025786399841,0.4047348201274872,0.7059991955757141,0.5784641
image_512x512_step1_prompt30.png,1,A hidden elven village surrounded by giant trees and glowing lanterns,sdxl-turbo,512,512,0.3753235042095184,0.1744040548801422,0.4464406669139862,0.590004026889801,0.58079755
image_512x512_step1_prompt31.png,1,A Viking longship sailing through icy waters with snow-capped mountains in the background,sdxl-turbo,512,512,0.3473255336284637,0.2572774887084961,0.4390450716018677,0.9277216792106628,0.57234645
image_512x512_step1_prompt32.png,1,A magical desert night with a star-filled sky and ancient ruins partially buried in sand,sdxl-turbo,512,512,0.4797643721103668,0.206952765583992,0.483791321516037,0.6836796998977661,0.58108765
image_512x512_step1_prompt33.png,1,"A time traveler standing in front of a glowing portal, surrounded by gears and energy",sdxl-turbo,512,512,0.4335457384586334,0.1753146201372146,0.5153132677078247,0.5978811979293823,0.5828723
image_512x512_step1_prompt34.png,1,"An enchanted book emitting light as it hovers above an ancient altar, mystical",sdxl-turbo,512,512,0.3834274709224701,0.2131467759609222,0.3879029750823974,0.6588762402534485,0.57846177
image_512x512_step1_prompt35.png,1,"A futuristic battle scene with robotic warriors and flying drones, cinematic style",sdxl-turbo,512,512,0.4301318526268005,0.1788951754570007,0.444585770368576,0.539393961429596,0.5810831
image_512x512_step1_prompt36.png,1,"A pirate ship battling a sea monster under stormy skies, epic and dramatic",sdxl-turbo,512,512,0.3986280858516693,0.1868626773357391,0.4381076097488403,0.6301440596580505,0.58016497
image_512x512_step1_prompt37.png,1,A snowy village illuminated by lanterns during a festive winter night,sdxl-turbo,512,512,0.3816060125827789,0.2236633598804474,0.4587922692298889,0.7012786865234375,0.580196
image_512x512_step1_prompt38.png,1,An ancient desert temple with towering statues and mysterious carvings,sdxl-turbo,512,512,0.3917162418365478,0.1675674468278885,0.4204062223434448,0.4985695481300354,0.58060414
image_512x512_step1_prompt39.png,1,"A beautiful elf archer in a moonlit forest aiming her glowing bow, ultra-detailed",sdxl-turbo,512,512,0.3727646768093109,0.2260240316390991,0.451341301202774,0.7716023325920105,0.5790109
image_512x512_step1_prompt40.png,1,A dark sorcerer summoning a dragon in a ruined castle under a stormy sky,sdxl-turbo,512,512,0.3773695826530456,0.2022066861391067,0.490125834941864,0.6872271299362183,0.5809284
image_512x512_step1_prompt41.png,1,A bustling cyberpunk marketplace with androids and glowing holographic displays,sdxl-turbo,512,512,0.3794120252132416,0.1929297745227813,0.4193667769432068,0.7890717387199402,0.5780407
image_512x512_step1_prompt42.png,1,"An alien spacecraft hovering above a quiet rural farm at night, mysterious",sdxl-turbo,512,512,0.5070809125900269,0.1842937171459198,0.5021785497665405,0.5606309771537781,0.58264005
image_512x512_step1_prompt43.png,1,A lush jungle filled with bioluminescent plants and ancient ruins,sdxl-turbo,512,512,0.4243210256099701,0.1823318898677826,0.4865342974662781,0.8287107348442078,0.579258
image_512x512_step1_prompt44.png,1,A medieval castle on a cliffside overlooking a vast ocean at sunrise,sdxl-turbo,512,512,0.2983703315258026,0.0936820954084396,0.2765671610832214,0.6879284977912903,0.5751921
image_512x512_step1_prompt45.png,1,A glowing phoenix rising from ashes in a fiery and dramatic scene,sdxl-turbo,512,512,0.3513282239437103,0.1959437578916549,0.3926401138305664,0.6755664944648743,0.578643
image_512x512_step1_prompt46.png,1,A high-tech laboratory with scientists working on advanced robotic prototypes,sdxl-turbo,512,512,0.2929880619049072,0.1322561204433441,0.4384930431842804,0.4543501734733581,0.58158976
image_512x512_step1_prompt47.png,1,An astronaut exploring a colorful alien landscape filled with strange rock formations,sdxl-turbo,512,512,0.3684076368808746,0.2020477503538131,0.4492355585098266,0.6812031269073486,0.57993186
image_512x512_step1_prompt48.png,1,"A serene monastery perched atop a mountain, surrounded by clouds",sdxl-turbo,512,512,0.3344896733760834,0.1544873714447021,0.3842454552650451,0.7088994383811951,0.57785684
image_512x512_step1_prompt49.png,1,A mystical cave with glowing crystals and a hidden underground lake,sdxl-turbo,512,512,0.38418710231781,0.2032810449600219,0.453447163105011,0.5294969081878662,0.58165586
image_512x512_step1_prompt50.png,1,A futuristic underwater research station surrounded by exotic marine life and glowing lights,sdxl-turbo,512,512,0.3566511571407318,0.2200131118297577,0.4930927157402038,0.7392446994781494,0.5802194
