Filename,metaiqa
ed5c2e5d-1d37-47da-a4a0-d923ca5ddc55.png,0.8137856125831604
9e251843-6269-4342-9cb6-fde2c70ad80e.png,0.6083342432975769
819f4144-57d4-45f2-bc3e-179582f0f602.png,0.9373873472213745
28fec910-343f-43b7-9e4a-34fc3d2a8a06.png,0.5978125333786011
22604207-3919-4021-9352-8897f47b2439.png,0.40757670998573303
71fd8aed-238c-475a-b307-378381f810ec.png,0.6254351735115051
81c020e9-8518-45ce-b6a2-843925cc2d6e.png,0.488654226064682
6d8bfdd6-cce1-4c62-993a-cd6c3ec11e8d.png,0.5191928744316101
d1a96732-136b-461c-9dd0-0eb5aecd25f0.png,0.7455774545669556
1f2aa62b-bbad-4ce2-b1f7-ea132ff70a0b.png,0.5328719615936279
9d27d59b-9ddc-4ca8-8a1a-1e3908f18d9b.png,0.6589533686637878
2eb03d57-0ee6-4599-99c2-e9e7bc3d0995.png,0.5973520874977112
5c57465a-b326-4b60-aa62-28a345fbfeea.png,0.7264289259910583
2a465d3b-b6be-4a48-8480-4c836db5facc.png,0.6621878743171692
7301a078-298e-4d95-ad9a-3d529040a732.png,0.5231815576553345
ae7a4977-f508-49b4-8cea-22253e03996a.png,0.4845397472381592
64cd0666-930d-4186-a346-14a0d65c61e7.png,0.7151854038238525
efca6c58-2296-4533-a271-71c6ead86dfd.png,0.6617604494094849
deb5b7dc-8e45-4c7b-ab67-2347fee9dd04.png,0.5414736866950989
5d354ab9-7e56-4eae-acf8-44114e3009aa.png,0.6228175163269043
683ac25b-8e5a-4bac-8bda-72a0d6edf3c9.png,0.5694008469581604
e3a0f6be-b99b-4731-99aa-0f13d08e2807.png,0.44616058468818665
713ea254-aa58-419c-b1a1-5ad1b6796e30.png,0.6067414879798889
2a0596d2-5502-45e1-9587-e7d1151553ba.png,0.5389512777328491
05b88b8e-cc47-4873-b8e5-de09070d7611.png,0.5406928658485413
f99092ec-ab5f-4cfa-a2e8-93311b13a94c.png,0.6552653908729553
c720e8a6-cb13-4a2d-b343-4fb1ae0062bf.png,0.6332288384437561
b914247c-dce0-4631-af39-ac6a44900df6.png,0.5986462235450745
4538f996-94fa-4df7-bf6f-a235931a13cc.png,0.8248611092567444
68e4db7d-92d6-4970-a304-d9a72b86378a.png,0.5623692274093628
