Filename,Step,Prompt,Model,Width,Height,arniqa,clipiqa,cnniqa,metaiqa,overall_score
image_512x512_step1_prompt1.png,1,"A sunset over a futuristic city with flying cars, in 8k resolution",stable-diffusion-xl-base-1.0,512,512,0.487067699432373,0.3592796921730041,0.6122674942016602,0.5765529870986938,0.5866903
image_512x512_step1_prompt2.png,1,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",stable-diffusion-xl-base-1.0,512,512,0.538853645324707,0.344142735004425,0.6124261617660522,0.4736629724502563,0.5872302
image_512x512_step1_prompt3.png,1,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",stable-diffusion-xl-base-1.0,512,512,0.5102199912071228,0.352733701467514,0.6218340992927551,0.7844310998916626,0.58471113
image_512x512_step1_prompt4.png,1,An astronaut floating in deep space with the Earth visible in the background,stable-diffusion-xl-base-1.0,512,512,0.5398935079574585,0.3680001199245453,0.6512480974197388,0.6332463026046753,0.586962
image_512x512_step1_prompt5.png,1,"A majestic dragon soaring above snowy mountains, high detail",stable-diffusion-xl-base-1.0,512,512,0.5120928883552551,0.383474051952362,0.5956327319145203,0.7797600030899048,0.5841384
image_512x512_step1_prompt6.png,1,"A serene lakeside cabin in the woods at sunrise, photorealistic",stable-diffusion-xl-base-1.0,512,512,0.5024533271789551,0.3720570206642151,0.5655484795570374,0.773837149143219,0.5831964
image_512x512_step1_prompt7.png,1,A bustling medieval marketplace filled with merchants and townsfolk,stable-diffusion-xl-base-1.0,512,512,0.5250594615936279,0.3685615658760071,0.6314183473587036,0.7718580365180969,0.58508784
image_512x512_step1_prompt8.png,1,A steampunk-inspired airship flying through a cloudy sky,stable-diffusion-xl-base-1.0,512,512,0.5136473178863525,0.346691220998764,0.6015572547912598,0.3927325904369354,0.58759445
image_512x512_step1_prompt9.png,1,A mystical underwater city with glowing plants and sea creatures,stable-diffusion-xl-base-1.0,512,512,0.543458878993988,0.3801395297050476,0.6340025067329407,0.6424655914306641,0.5864025
image_512x512_step1_prompt10.png,1,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",stable-diffusion-xl-base-1.0,512,512,0.5415053963661194,0.3737772107124328,0.6292363405227661,0.6390592455863953,0.5862826
image_512x512_step1_prompt11.png,1,A futuristic robotic soldier in a post-apocalyptic wasteland,stable-diffusion-xl-base-1.0,512,512,0.5189135074615479,0.3657929897308349,0.6686242818832397,0.7308865189552307,0.58660537
image_512x512_step1_prompt12.png,1,"An ancient temple hidden in a dense jungle, mysterious and atmospheric",stable-diffusion-xl-base-1.0,512,512,0.5121229887008667,0.3440187871456146,0.6313199996948242,0.51442950963974,0.5877211
image_512x512_step1_prompt13.png,1,A vibrant carnival scene at night with colorful lights and rides,stable-diffusion-xl-base-1.0,512,512,0.5113650560379028,0.3849523663520813,0.5941181182861328,0.5092843174934387,0.5868073
image_512x512_step1_prompt14.png,1,A vast desert landscape with towering sand dunes and a lone traveler,stable-diffusion-xl-base-1.0,512,512,0.492129921913147,0.3814155459403991,0.6390349268913269,0.8135702610015869,0.5852342
image_512x512_step1_prompt15.png,1,"A bustling futuristic cityscape with skyscrapers and flying vehicles, in 8k",stable-diffusion-xl-base-1.0,512,512,0.5649694800376892,0.3696438670158386,0.5803744196891785,0.6213503479957581,0.5848429
image_512x512_step1_prompt16.png,1,"A tranquil Zen garden with stone paths, cherry blossoms, and a pond",stable-diffusion-xl-base-1.0,512,512,0.5179408192634583,0.3762072622776031,0.6171658039093018,0.7613404393196106,0.5848616
image_512x512_step1_prompt17.png,1,A magical winter wonderland with snow-covered trees and glowing lights,stable-diffusion-xl-base-1.0,512,512,0.5263809561729431,0.3410301804542541,0.6189404129981995,0.2875642776489258,0.58877784
image_512x512_step1_prompt18.png,1,A futuristic spaceship interior with advanced technology and glowing screens,stable-diffusion-xl-base-1.0,512,512,0.5427864789962769,0.3762863874435425,0.6326736211776733,0.449327290058136,0.5881711
image_512x512_step1_prompt19.png,1,A vibrant alien planet with strange plants and two suns in the sky,stable-diffusion-xl-base-1.0,512,512,0.5191026329994202,0.3458175957202911,0.6222746968269348,0.3764814734458923,0.58839786
image_512x512_step1_prompt20.png,1,A rustic old library filled with ancient books and a cozy fireplace,stable-diffusion-xl-base-1.0,512,512,0.5260767936706543,0.3850351870059967,0.6650005578994751,0.429095596075058,0.5894992
image_512x512_step1_prompt21.png,1,"A golden palace floating in the clouds with waterfalls cascading down, highly detailed",stable-diffusion-xl-base-1.0,512,512,0.5324939489364624,0.363277405500412,0.6308640241622925,0.4418578743934631,0.5881928
image_512x512_step1_prompt22.png,1,"An ancient wizard casting a spell in a dark, mystical cave, glowing effects",stable-diffusion-xl-base-1.0,512,512,0.5574215054512024,0.3852485716342926,0.5745473504066467,0.6340124011039734,0.58468515
image_512x512_step1_prompt23.png,1,A dystopian cityscape with abandoned skyscrapers and overgrown vegetation,stable-diffusion-xl-base-1.0,512,512,0.5282299518585205,0.3578368723392486,0.6370030641555786,0.6740283966064453,0.5861666
image_512x512_step1_prompt24.png,1,"A vibrant coral reef teeming with colorful fish and glowing sea life, photorealistic",stable-diffusion-xl-base-1.0,512,512,0.5105287432670593,0.3594661355018616,0.5982776880264282,0.4527344405651092,0.5871848
image_512x512_step1_prompt25.png,1,"A lone samurai standing on a hill under a blood-red sunset, atmospheric",stable-diffusion-xl-base-1.0,512,512,0.4938957095146179,0.3740053474903106,0.6194781064987183,0.3330074846744537,0.58882904
image_512x512_step1_prompt26.png,1,"A cozy treehouse hidden deep in a lush, green forest, detailed and warm",stable-diffusion-xl-base-1.0,512,512,0.5153771042823792,0.3802909851074219,0.6216108202934265,0.6824371814727783,0.5858555
image_512x512_step1_prompt27.png,1,A futuristic hover train speeding through a neon-lit urban landscape,stable-diffusion-xl-base-1.0,512,512,0.5303015112876892,0.3629065155982971,0.6258940100669861,0.4884437918663025,0.58771914
image_512x512_step1_prompt28.png,1,"A knight in shining armor standing in a moonlit forest, magical atmosphere",stable-diffusion-xl-base-1.0,512,512,0.5097587704658508,0.3359010815620422,0.6343753337860107,0.3427030742168426,0.5889937
image_512x512_step1_prompt29.png,1,"A massive spaceship hovering over a futuristic alien city, in 8k resolution",stable-diffusion-xl-base-1.0,512,512,0.5162051320075989,0.3251864314079284,0.6054733991622925,0.6684471964836121,0.585273
image_512x512_step1_prompt30.png,1,A hidden elven village surrounded by giant trees and glowing lanterns,stable-diffusion-xl-base-1.0,512,512,0.5153934955596924,0.3584811687469482,0.6179379224777222,0.5965427756309509,0.5865294
image_512x512_step1_prompt31.png,1,A Viking longship sailing through icy waters with snow-capped mountains in the background,stable-diffusion-xl-base-1.0,512,512,0.4855291843414306,0.3713324964046478,0.6323796510696411,0.6932101249694824,0.58624417
image_512x512_step1_prompt32.png,1,A magical desert night with a star-filled sky and ancient ruins partially buried in sand,stable-diffusion-xl-base-1.0,512,512,0.5084055066108704,0.3824456632137298,0.6279774904251099,0.6731188893318176,0.5862041
image_512x512_step1_prompt33.png,1,"A time traveler standing in front of a glowing portal, surrounded by gears and energy",stable-diffusion-xl-base-1.0,512,512,0.5089093446731567,0.3780330717563629,0.6063739061355591,0.9627845287322998,0.58327913
image_512x512_step1_prompt34.png,1,"An enchanted book emitting light as it hovers above an ancient altar, mystical",stable-diffusion-xl-base-1.0,512,512,0.519473135471344,0.3638868927955627,0.6245015859603882,0.73881596326828,0.5852276
image_512x512_step1_prompt35.png,1,"A futuristic battle scene with robotic warriors and flying drones, cinematic style",stable-diffusion-xl-base-1.0,512,512,0.5150617361068726,0.3993141055107116,0.6225025653839111,0.6271372437477112,0.58655936
image_512x512_step1_prompt36.png,1,"A pirate ship battling a sea monster under stormy skies, epic and dramatic",stable-diffusion-xl-base-1.0,512,512,0.4806854426860809,0.3956095278263092,0.622739315032959,0.4390834271907806,0.58846784
image_512x512_step1_prompt37.png,1,A snowy village illuminated by lanterns during a festive winter night,stable-diffusion-xl-base-1.0,512,512,0.5221636295318604,0.3473970293998718,0.6505712866783142,0.6186802983283997,0.5871292
image_512x512_step1_prompt38.png,1,An ancient desert temple with towering statues and mysterious carvings,stable-diffusion-xl-base-1.0,512,512,0.50240159034729,0.3957337737083435,0.6304638385772705,0.7267369031906128,0.58582735
image_512x512_step1_prompt39.png,1,"A beautiful elf archer in a moonlit forest aiming her glowing bow, ultra-detailed",stable-diffusion-xl-base-1.0,512,512,0.5244814157485962,0.3850067257881164,0.5551823377609253,0.6864598393440247,0.58373505
image_512x512_step1_prompt40.png,1,A dark sorcerer summoning a dragon in a ruined castle under a stormy sky,stable-diffusion-xl-base-1.0,512,512,0.490932434797287,0.3860514760017395,0.6513481736183167,0.5596892237663269,0.5882194
image_512x512_step1_prompt41.png,1,A bustling cyberpunk marketplace with androids and glowing holographic displays,stable-diffusion-xl-base-1.0,512,512,0.5007858872413635,0.3674260079860687,0.5693280696868896,0.3909054100513458,0.5866546
image_512x512_step1_prompt42.png,1,"An alien spacecraft hovering above a quiet rural farm at night, mysterious",stable-diffusion-xl-base-1.0,512,512,0.511110782623291,0.3784497678279876,0.5730761289596558,0.6854756474494934,0.58434874
image_512x512_step1_prompt43.png,1,A lush jungle filled with bioluminescent plants and ancient ruins,stable-diffusion-xl-base-1.0,512,512,0.51817387342453,0.3469696044921875,0.6375812292098999,0.4231607317924499,0.58857286
image_512x512_step1_prompt44.png,1,A medieval castle on a cliffside overlooking a vast ocean at sunrise,stable-diffusion-xl-base-1.0,512,512,0.5401456952095032,0.3911098837852478,0.6245570182800293,0.6499925851821899,0.5861353
image_512x512_step1_prompt45.png,1,A glowing phoenix rising from ashes in a fiery and dramatic scene,stable-diffusion-xl-base-1.0,512,512,0.4684511423110962,0.3556987643241882,0.62349933385849,0.8021582365036011,0.5849111
image_512x512_step1_prompt46.png,1,A high-tech laboratory with scientists working on advanced robotic prototypes,stable-diffusion-xl-base-1.0,512,512,0.5389747023582458,0.3593888878822326,0.6287074089050293,0.7444363832473755,0.5851146
image_512x512_step1_prompt47.png,1,An astronaut exploring a colorful alien landscape filled with strange rock formations,stable-diffusion-xl-base-1.0,512,512,0.4822215139865875,0.3598879873752594,0.6134088039398193,0.4842552840709686,0.587616
image_512x512_step1_prompt48.png,1,"A serene monastery perched atop a mountain, surrounded by clouds",stable-diffusion-xl-base-1.0,512,512,0.4935334026813507,0.3356501460075378,0.6063719987869263,0.6535005569458008,0.5856039
image_512x512_step1_prompt49.png,1,A mystical cave with glowing crystals and a hidden underground lake,stable-diffusion-xl-base-1.0,512,512,0.5511484742164612,0.3641861081123352,0.6430997848510742,0.5909707546234131,0.5870558
image_512x512_step1_prompt50.png,1,A futuristic underwater research station surrounded by exotic marine life and glowing lights,stable-diffusion-xl-base-1.0,512,512,0.4907039403915405,0.3913646638393402,0.6814098358154297,0.5371034741401672,0.5893512
image_512x512_step2_prompt1.png,2,"A sunset over a futuristic city with flying cars, in 8k resolution",stable-diffusion-xl-base-1.0,512,512,0.5306364297866821,0.2150170505046844,0.5917606353759766,0.4497107863426208,0.58632475
image_512x512_step2_prompt2.png,2,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",stable-diffusion-xl-base-1.0,512,512,0.5332040786743164,0.2940452694892883,0.6731435656547546,0.6623744368553162,0.58695805
image_512x512_step2_prompt3.png,2,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",stable-diffusion-xl-base-1.0,512,512,0.4374323785305023,0.1912487000226974,0.6068217158317566,0.3444942831993103,0.58765465
image_512x512_step2_prompt4.png,2,An astronaut floating in deep space with the Earth visible in the background,stable-diffusion-xl-base-1.0,512,512,0.5995364785194397,0.2887708842754364,0.6614549160003662,0.456557035446167,0.5879277
image_512x512_step2_prompt5.png,2,"A majestic dragon soaring above snowy mountains, high detail",stable-diffusion-xl-base-1.0,512,512,0.5999599695205688,0.2803510725498199,0.6435970067977905,0.701816201210022,0.5851664
image_512x512_step2_prompt6.png,2,"A serene lakeside cabin in the woods at sunrise, photorealistic",stable-diffusion-xl-base-1.0,512,512,0.6573777794837952,0.3614310324192047,0.7144804000854492,0.6793747544288635,0.58734065
image_512x512_step2_prompt7.png,2,A bustling medieval marketplace filled with merchants and townsfolk,stable-diffusion-xl-base-1.0,512,512,0.5228418111801147,0.2917884588241577,0.6201273202896118,0.622661828994751,0.5860016
image_512x512_step2_prompt8.png,2,A steampunk-inspired airship flying through a cloudy sky,stable-diffusion-xl-base-1.0,512,512,0.6045486330986023,0.2688513100147247,0.6686070561408997,0.514298141002655,0.58759046
image_512x512_step2_prompt9.png,2,A mystical underwater city with glowing plants and sea creatures,stable-diffusion-xl-base-1.0,512,512,0.6444095373153687,0.3489827513694763,0.6409238576889038,0.3807112276554107,0.5877967
image_512x512_step2_prompt10.png,2,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",stable-diffusion-xl-base-1.0,512,512,0.5859282612800598,0.3296307325363159,0.6267545223236084,0.7238820791244507,0.584737
image_512x512_step2_prompt11.png,2,A futuristic robotic soldier in a post-apocalyptic wasteland,stable-diffusion-xl-base-1.0,512,512,0.5195502042770386,0.3198238015174866,0.6814060211181641,0.5806677341461182,0.5882917
image_512x512_step2_prompt12.png,2,"An ancient temple hidden in a dense jungle, mysterious and atmospheric",stable-diffusion-xl-base-1.0,512,512,0.61602383852005,0.3645208775997162,0.6707444787025452,0.851513683795929,0.5848165
image_512x512_step2_prompt13.png,2,A vibrant carnival scene at night with colorful lights and rides,stable-diffusion-xl-base-1.0,512,512,0.4536510109901428,0.2357348501682281,0.4995293617248535,0.7123963236808777,0.58142877
image_512x512_step2_prompt14.png,2,A vast desert landscape with towering sand dunes and a lone traveler,stable-diffusion-xl-base-1.0,512,512,0.5703750252723694,0.3069222867488861,0.6349397897720337,0.6006118655204773,0.5862837
image_512x512_step2_prompt15.png,2,"A bustling futuristic cityscape with skyscrapers and flying vehicles, in 8k",stable-diffusion-xl-base-1.0,512,512,0.5752503275871277,0.2722358703613281,0.6663569808006287,0.462932139635086,0.5881896
