Filename,Step,Prompt,Model,Width,Height,clip
image_512x512_step1_prompt1.png,1,"A sunset over a futuristic city with flying cars, in 8k resolution",stable-diffusion-xl-base-1.0,512,512,18.458805084228516
image_512x512_step1_prompt2.png,1,"A peaceful forest with a small waterfall and vibrant wildlife, photorealistic",stable-diffusion-xl-base-1.0,512,512,19.782176971435547
image_512x512_step1_prompt3.png,1,"A cyberpunk city street with neon lights and rain-soaked pavement, 8k",stable-diffusion-xl-base-1.0,512,512,17.137752532958984
image_512x512_step1_prompt4.png,1,An astronaut floating in deep space with the Earth visible in the background,stable-diffusion-xl-base-1.0,512,512,17.958995819091797
image_512x512_step1_prompt5.png,1,"A majestic dragon soaring above snowy mountains, high detail",stable-diffusion-xl-base-1.0,512,512,19.130430221557617
image_512x512_step1_prompt6.png,1,"A serene lakeside cabin in the woods at sunrise, photorealistic",stable-diffusion-xl-base-1.0,512,512,13.10627269744873
image_512x512_step1_prompt7.png,1,A bustling medieval marketplace filled with merchants and townsfolk,stable-diffusion-xl-base-1.0,512,512,19.462539672851562
image_512x512_step1_prompt8.png,1,A steampunk-inspired airship flying through a cloudy sky,stable-diffusion-xl-base-1.0,512,512,12.71410083770752
image_512x512_step1_prompt9.png,1,A mystical underwater city with glowing plants and sea creatures,stable-diffusion-xl-base-1.0,512,512,16.843631744384766
image_512x512_step1_prompt10.png,1,"A beautiful fairy sitting on a mushroom in a magical forest, ultra detailed",stable-diffusion-xl-base-1.0,512,512,15.954535484313965
image_512x512_step1_prompt11.png,1,A futuristic robotic soldier in a post-apocalyptic wasteland,stable-diffusion-xl-base-1.0,512,512,16.421659469604492
image_512x512_step1_prompt12.png,1,"An ancient temple hidden in a dense jungle, mysterious and atmospheric",stable-diffusion-xl-base-1.0,512,512,17.83808135986328
image_512x512_step1_prompt13.png,1,A vibrant carnival scene at night with colorful lights and rides,stable-diffusion-xl-base-1.0,512,512,20.724716186523438
image_512x512_step1_prompt14.png,1,A vast desert landscape with towering sand dunes and a lone traveler,stable-diffusion-xl-base-1.0,512,512,20.03206443786621
image_512x512_step1_prompt15.png,1,"A bustling futuristic cityscape with skyscrapers and flying vehicles, in 8k",stable-diffusion-xl-base-1.0,512,512,18.953256607055664
image_512x512_step1_prompt16.png,1,"A tranquil Zen garden with stone paths, cherry blossoms, and a pond",stable-diffusion-xl-base-1.0,512,512,17.540956497192383
image_512x512_step1_prompt17.png,1,A magical winter wonderland with snow-covered trees and glowing lights,stable-diffusion-xl-base-1.0,512,512,18.135059356689453
image_512x512_step1_prompt18.png,1,A futuristic spaceship interior with advanced technology and glowing screens,stable-diffusion-xl-base-1.0,512,512,17.0512638092041
image_512x512_step1_prompt19.png,1,A vibrant alien planet with strange plants and two suns in the sky,stable-diffusion-xl-base-1.0,512,512,22.344091415405273
image_512x512_step1_prompt20.png,1,A rustic old library filled with ancient books and a cozy fireplace,stable-diffusion-xl-base-1.0,512,512,10.686491012573242
image_512x512_step1_prompt21.png,1,"A golden palace floating in the clouds with waterfalls cascading down, highly detailed",stable-diffusion-xl-base-1.0,512,512,18.252351760864258
image_512x512_step1_prompt22.png,1,"An ancient wizard casting a spell in a dark, mystical cave, glowing effects",stable-diffusion-xl-base-1.0,512,512,18.896944046020508
image_512x512_step1_prompt23.png,1,A dystopian cityscape with abandoned skyscrapers and overgrown vegetation,stable-diffusion-xl-base-1.0,512,512,16.62673568725586
image_512x512_step1_prompt24.png,1,"A vibrant coral reef teeming with colorful fish and glowing sea life, photorealistic",stable-diffusion-xl-base-1.0,512,512,23.291446685791016
image_512x512_step1_prompt25.png,1,"A lone samurai standing on a hill under a blood-red sunset, atmospheric",stable-diffusion-xl-base-1.0,512,512,14.724247932434082
image_512x512_step1_prompt26.png,1,"A cozy treehouse hidden deep in a lush, green forest, detailed and warm",stable-diffusion-xl-base-1.0,512,512,14.207883834838867
image_512x512_step1_prompt27.png,1,A futuristic hover train speeding through a neon-lit urban landscape,stable-diffusion-xl-base-1.0,512,512,13.984186172485352
image_512x512_step1_prompt28.png,1,"A knight in shining armor standing in a moonlit forest, magical atmosphere",stable-diffusion-xl-base-1.0,512,512,17.968692779541016
image_512x512_step1_prompt29.png,1,"A massive spaceship hovering over a futuristic alien city, in 8k resolution",stable-diffusion-xl-base-1.0,512,512,17.094968795776367
image_512x512_step1_prompt30.png,1,A hidden elven village surrounded by giant trees and glowing lanterns,stable-diffusion-xl-base-1.0,512,512,17.388830184936523
image_512x512_step1_prompt31.png,1,A Viking longship sailing through icy waters with snow-capped mountains in the background,stable-diffusion-xl-base-1.0,512,512,14.830168724060059
image_512x512_step1_prompt32.png,1,A magical desert night with a star-filled sky and ancient ruins partially buried in sand,stable-diffusion-xl-base-1.0,512,512,17.9937801361084
image_512x512_step1_prompt33.png,1,"A time traveler standing in front of a glowing portal, surrounded by gears and energy",stable-diffusion-xl-base-1.0,512,512,20.067407608032227
image_512x512_step1_prompt34.png,1,"An enchanted book emitting light as it hovers above an ancient altar, mystical",stable-diffusion-xl-base-1.0,512,512,20.295934677124023
