Filename,arniqa,clipiqa,cnniqa,metaiqa,overall_score
10004473376.jpg,0.723426342010498,0.6947920918464661,0.684298038482666,0.5155165791511536,0.773836206897
10007357496.jpg,0.7065771818161011,0.6748707890510559,0.6586626768112183,0.5999623537063599,0.687285714286
10007903636.jpg,0.7510830760002136,0.5081946849822998,0.6662393808364868,0.7250573635101318,0.786285714286
10009096245.jpg,0.6303924918174744,0.5166261792182922,0.5683128237724304,0.6283707618713379,0.7724375000000001
100117038.jpg,0.6521982550621033,0.683027446269989,0.6846203804016113,0.6319259405136108,0.7511249999999999
10012398043.jpg,0.6719310879707336,0.5488633513450623,0.6157904863357544,0.6108525991439819,0.651495327103
10013822223.jpg,0.7183266282081604,0.623133659362793,0.6300317645072937,0.721085250377655,0.6830625
10014002683.jpg,0.6360706090927124,0.5312885642051697,0.4972988665103912,0.5614668726921082,0.647627118644
10017119924.jpg,0.6900409460067749,0.5721705555915833,0.7186359763145447,0.5973849892616272,0.662243589744
10020766793.jpg,0.7268431782722473,0.7711144685745239,0.6967113614082336,0.534847617149353,0.8150624999999999
10020891105.jpg,0.5834209322929382,0.431018590927124,0.4726564288139343,0.6862168908119202,0.568297413793
10022757465.jpg,0.7447496056556702,0.650845468044281,0.6341265439987183,0.7691623568534851,0.710154867257
10022844623.jpg,0.69681715965271,0.4686719477176666,0.6882524490356445,0.5100390315055847,0.60925
10027545463.jpg,0.6993613839149475,0.6124813556671143,0.6383016705513,0.6334599256515503,0.728279816514
10027582235.jpg,0.7275519967079163,0.5958705544471741,0.5953711271286011,0.6145794987678528,0.771377118644
10029841663.jpg,0.7527973055839539,0.589638888835907,0.6361407041549683,0.4892898797988891,0.70125
10031298826.jpg,0.4731188714504242,0.5955966114997864,0.6379097700119019,0.5402790904045105,0.505681818182
10031913154.jpg,0.7317596077919006,0.6139472126960754,0.6896118521690369,0.4246391952037811,0.705
10039534103.jpg,0.6879115104675293,0.6215541958808899,0.6981324553489685,0.6811276078224182,0.76075
10041870415.jpg,0.7012687921524048,0.5976434946060181,0.5874369740486145,0.511404275894165,0.6642105263160001
10043785683.jpg,0.7375286221504211,0.6366083025932312,0.7009573578834534,0.5240413546562195,0.712043269231
10047832035.jpg,0.707005500793457,0.5045554637908936,0.6555617451667786,0.5404134392738342,0.718
10048365153.jpg,0.6339324712753296,0.5043683648109436,0.6792996525764465,0.76712566614151,0.58092920354
10050349236.jpg,0.4805226325988769,0.2688327431678772,0.2989440560340881,0.6808460354804993,0.309418103448
10058760545.jpg,0.2381239682435989,0.3123672902584076,0.3006713688373565,0.7125781178474426,0.152293577982
10059344614.jpg,0.7085813283920288,0.4791920185089111,0.70542311668396,0.7196061611175537,0.686651376147
10061596254.jpg,0.4930057823657989,0.488694816827774,0.3597860634326935,0.7963639497756958,0.596418918919
10067457634.jpg,0.750244140625,0.454430490732193,0.7210724353790283,0.5414990782737732,0.7843907563029999
10068507976.jpg,0.65598464012146,0.4036904871463775,0.6725128889083862,0.642460286617279,0.576548672566
10068778516.jpg,0.7189168930053711,0.6472539305686951,0.6604517102241516,0.4402488470077514,0.718782608696
10069534975.jpg,0.7585225105285645,0.627288818359375,0.6882054805755615,0.5374722480773926,0.7372222222220001
10071864114.jpg,0.7153645753860474,0.5315786600112915,0.6937676072120667,0.6703761219978333,0.719090909091
10075168775.jpg,0.6845716834068298,0.7137306332588196,0.6934617757797241,0.6173476576805115,0.747785714286
10077468576.jpg,0.7184635996818542,0.7837710380554199,0.6887159943580627,0.5219919085502625,0.7381521739129999
10077880165.jpg,0.2883432805538177,0.3886942267417907,0.2174494862556457,0.6641574501991272,0.312256637168
10079711433.jpg,0.5984776020050049,0.4193523526191711,0.641828179359436,0.6340540647506714,0.590625
10082923485.jpg,0.536918044090271,0.4329705238342285,0.3199828565120697,0.62529456615448,0.532260869565
10086300493.jpg,0.6769276857376099,0.5300281047821045,0.6848940849304199,0.6019072532653809,0.6830263157890001
100882570.jpg,0.6558555960655212,0.5294218063354492,0.6631482839584351,0.6302915215492249,0.6547478991600001
10089027076.jpg,0.1245345696806907,0.3860113620758056,0.3719292283058166,0.6043120622634888,0.230785714286
10089177336.jpg,0.6906970143318176,0.5955536961555481,0.6706173419952393,0.6316633224487305,0.7294594594589999
10091520555.jpg,0.3930974304676056,0.3007867038249969,0.3888584971427917,0.7226421236991882,0.33644396551699995
10093057603.jpg,0.6414410471916199,0.4659295082092285,0.6360682845115662,0.6136071085929871,0.634955752212
10094235786.jpg,0.7060824036598206,0.5583348870277405,0.6711582541465759,0.4972078204154968,0.621559633028
10110458216.jpg,0.5972599983215332,0.789090096950531,0.5963155627250671,0.6382721662521362,0.6472935779819999
10111411235.jpg,0.3675342798233032,0.2070480585098266,0.4228861033916473,0.6226634383201599,0.184705882353
10113730664.jpg,0.6631817817687988,0.6294013261795044,0.6539739370346069,0.8200806975364685,0.688125
10115071674.jpg,0.6399784088134766,0.6961499452590942,0.6877630352973938,0.5268649458885193,0.72775
10118773964.jpg,0.6648721694946289,0.6482587456703186,0.5934407711029053,0.6766064763069153,0.5307339449540001
10121813934.jpg,0.7055882215499878,0.5128922462463379,0.625294029712677,0.5878170728683472,0.653980582524
10125013364.jpg,0.3558755815029144,0.3300541341304779,0.296648770570755,0.5742554068565369,0.312711538462
10126177964.jpg,0.6361107230186462,0.6428922414779663,0.6145222783088684,0.7186276316642761,0.709078947368
10126857344.jpg,0.7558746933937073,0.7486785054206848,0.6839253902435303,0.6585339307785034,0.6873319327730001
10130566006.jpg,0.7429014444351196,0.5317662358283997,0.681061327457428,0.5825390815734863,0.7195
10131980434.jpg,0.6143259406089783,0.6406461596488953,0.4655161201953888,0.7264812588691711,0.610279850746
10133867305.jpg,0.6206378936767578,0.3570161461830139,0.6357340812683105,0.6252259612083435,0.581607142857
10134737015.jpg,0.5813509821891785,0.2920263409614563,0.6394340395927429,0.7616085410118103,0.545903361345
10140071304.jpg,0.7105772495269775,0.5978790521621704,0.5490559935569763,0.5026535987854004,0.625576923077
1014369849.jpg,0.549451470375061,0.5022258758544922,0.6538709998130798,0.5965486764907837,0.7685619469030001
10147970884.jpg,0.7525737881660461,0.6924847960472107,0.6890081763267517,0.7198864221572876,0.5923125
101484668.jpg,0.3390407264232635,0.1948788613080978,0.306433230638504,0.5910176038742065,0.741120689655
10153847086.jpg,0.6985005140304565,0.4190077781677246,0.6701876521110535,0.6432635188102722,0.74185483871
10154367094.jpg,0.6801171898841858,0.4694649875164032,0.6562501788139343,0.5276742577552795,0.528798076923
10154991453.jpg,0.6834741234779358,0.7114095091819763,0.6938000321388245,0.5861221551895142,0.610875
10155925686.jpg,0.626595139503479,0.6347715258598328,0.5373469591140747,0.8141883611679077,0.529220183486
101601008.jpg,0.6110594272613525,0.5723280310630798,0.6593124866485596,0.6144219040870667,0.7669374999999999
10164654253.jpg,0.4853374660015106,0.3446735143661499,0.3675841391086578,0.6021569967269897,0.808716814159
10164842933.jpg,0.6931225657463074,0.6877610087394714,0.7106375694274902,0.499915063381195,0.651055555556
10169304416.jpg,0.7918278574943542,0.6609096527099609,0.6456644535064697,0.5985822081565857,0.594800884956
10173544123.jpg,0.6911531686782837,0.5966928601264954,0.549703061580658,0.5906475186347961,0.685218446602
1017647143.jpg,0.6230229735374451,0.6705304980278015,0.7042002081871033,0.5156826376914978,0.40258620689700003
